,Food code,Main food description,WWEIA Category description,Ingredient description
6935,27320330,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Mushrooms  white  cooked  boiled  drained  without salt
6936,27320340,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Pork  fresh  loin  whole  separable lean only  cooked  roasted
6937,27320340,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Tomato products  canned  sauce
6938,27320340,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Rice  white  long-grain  regular  enriched  cooked
6939,27320340,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Carrots  frozen  cooked  boiled  drained  without salt
6940,27320340,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Broccoli  frozen  chopped  cooked  boiled  drained  without salt
6941,27320340,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Vegetable oil  NFS
6942,27320340,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Salt  table  iodized
6943,27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Pork  fresh  loin  whole  separable lean only  cooked  roasted
6944,27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Tomato products  canned  sauce
6945,27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Rice  white  long-grain  regular  enriched  cooked
6946,27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt
6947,27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Beans  snap  green  frozen  cooked  boiled  drained without salt
6948,27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Vegetable oil  NFS
6949,27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Salt  table  iodized
6950,27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Meat mixed dishes,Pork  cured  ham  boneless  regular (approximately 11% fat)  roasted
6951,27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Meat mixed dishes,Vegetable oil  NFS
6952,27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Meat mixed dishes,Potatoes  boiled  cooked without skin  flesh  without salt
6953,27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Meat mixed dishes,Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt
6954,27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Meat mixed dishes,Beans  snap  green  frozen  cooked  boiled  drained without salt
6955,27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Meat mixed dishes,Salt  table  iodized
6956,27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Meat mixed dishes,Pork  cured  ham  boneless  regular (approximately 11% fat)  roasted
6957,27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Meat mixed dishes,Vegetable oil  NFS
6958,27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Meat mixed dishes,Potatoes  boiled  cooked without skin  flesh  without salt
6959,27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Meat mixed dishes,Carrots  frozen  cooked  boiled  drained  without salt
6960,27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Meat mixed dishes,Broccoli  frozen  chopped  cooked  boiled  drained  without salt
6961,27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Meat mixed dishes,Salt  table  iodized
6990,27330030,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Meat mixed dishes,Vegetables  mixed  frozen  cooked  boiled  drained  without salt
6991,27330030,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Meat mixed dishes,Potatoes  boiled  cooked without skin  flesh  without salt
6992,27330030,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Meat mixed dishes,"Lamb  cubed for stew or kabob (leg and shoulder)  separable lean only  trimmed to 1/4"" fat  cooked  braised"
6993,27330030,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Meat mixed dishes,Gravy  beef  canned  ready-to-serve
6994,27330030,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Meat mixed dishes,Salt  table  iodized
6995,27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Meat mixed dishes,"Lamb  composite of trimmed retail cuts  separable lean and fat  trimmed to 1/4"" fat  choice  cooked"
6996,27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Meat mixed dishes,Gravy  chicken  canned or bottled  ready-to-serve
6997,27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Meat mixed dishes,Rice  white  long-grain  regular  enriched  cooked
6998,27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Meat mixed dishes,Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt
6999,27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Meat mixed dishes,Beans  snap  green  frozen  cooked  boiled  drained without salt
7000,27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Meat mixed dishes,Vegetable oil  NFS
7001,27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Meat mixed dishes,Salt  table  iodized
7002,27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,"Lamb  composite of trimmed retail cuts  separable lean and fat  trimmed to 1/4"" fat  choice  cooked"
7003,27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Tomato products  canned  sauce
7004,27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Rice  white  long-grain  regular  enriched  cooked
7005,27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Carrots  frozen  cooked  boiled  drained  without salt
7006,27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Broccoli  frozen  chopped  cooked  boiled  drained  without salt
7007,27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Vegetable oil  NFS
7008,27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Salt  table  iodized
7009,27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",Meat mixed dishes,"Lamb  composite of trimmed retail cuts  separable lean and fat  trimmed to 1/4"" fat  choice  cooked"
7010,27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",Meat mixed dishes,Gravy  chicken  canned or bottled  ready-to-serve
7011,27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",Meat mixed dishes,Rice  white  long-grain  regular  enriched  cooked
7012,27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",Meat mixed dishes,Carrots  frozen  cooked  boiled  drained  without salt
7013,27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",Meat mixed dishes,Broccoli  frozen  chopped  cooked  boiled  drained  without salt
7014,27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",Meat mixed dishes,Vegetable oil  NFS
7015,27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",Meat mixed dishes,Salt  table  iodized
7016,27330110,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Meat mixed dishes,Peas  green  frozen  cooked  boiled  drained  without salt
7017,27330110,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Meat mixed dishes,Potatoes  boiled  cooked without skin  flesh  without salt
7018,27330110,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Meat mixed dishes,"Lamb  cubed for stew or kabob (leg and shoulder)  separable lean only  trimmed to 1/4"" fat  cooked  braised"
7019,27330110,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Meat mixed dishes,Gravy  beef  canned  ready-to-serve
7020,27330110,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Meat mixed dishes,Salt  table  iodized
7034,27330210,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Vegetables  mixed  frozen  cooked  boiled  drained  without salt
7035,27330210,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Potatoes  boiled  cooked without skin  flesh  without salt
7036,27330210,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,"Lamb  cubed for stew or kabob (leg and shoulder)  separable lean only  trimmed to 1/4"" fat  cooked  braised"
7037,27330210,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Tomato products  canned  sauce
7038,27330210,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Salt  table  iodized
7039,27330220,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Peas  green  frozen  cooked  boiled  drained  without salt
7040,27330220,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Potatoes  boiled  cooked without skin  flesh  without salt
7041,27330220,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,"Lamb  cubed for stew or kabob (leg and shoulder)  separable lean only  trimmed to 1/4"" fat  cooked  braised"
7042,27330220,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Tomato products  canned  sauce
7043,27330220,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Salt  table  iodized
7058,27332100,"Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Veal  loin  separable lean and fat  raw
7059,27332100,"Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Potatoes  flesh and skin  raw
7060,27332100,"Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Carrots  raw
7061,27332100,"Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Onions  raw
7062,27332100,"Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Peas  green (includes baby and lesuer types)  canned  drained solids  unprepared
7063,27332100,"Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Tomatoes  red  ripe  canned  packed in tomato juice
7064,27332100,"Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Beverages  water  tap  drinking
7065,27332100,"Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Wheat flour  white  all-purpose  enriched  bleached
7066,27332100,"Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Salt  table  iodized
