"Food code","Main food description","WWEIA Category description","Recipe"
"27320120","Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","Meat mixed dishes","Pork sausage  link/patty  cooked  pan-fried, Gravy  chicken  canned or bottled  ready-to-serve, Potatoes  boiled  cooked without skin  flesh  without salt, Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"27320130","Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","Meat mixed dishes","Pork sausage  link/patty  cooked  pan-fried, Gravy  chicken  canned or bottled  ready-to-serve, Potatoes  boiled  cooked without skin  flesh  without salt, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Vegetable oil  NFS, Salt  table  iodized"
"75611010","Vegetable soup, cream of, prepared with milk","Soups","Soup  cream of vegetable  dry  powder, Milk  NFS"
"27320140","Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","Meat mixed dishes","Pork  fresh  loin  whole  separable lean only  cooked  roasted, Gravy  chicken  canned or bottled  ready-to-serve, Potatoes  boiled  cooked without skin  flesh  without salt, Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"27320150","Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","Meat mixed dishes","Pork  fresh  loin  whole  separable lean only  cooked  roasted, Gravy  chicken  canned or bottled  ready-to-serve, Potatoes  boiled  cooked without skin  flesh  without salt, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Vegetable oil  NFS, Salt  table  iodized"
"27320210","Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce","Meat mixed dishes","Pork  fresh  loin  whole  separable lean only  cooked  roasted, Vegetable oil  NFS, Potatoes  boiled  cooked without skin  flesh  without salt, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Salt  table  iodized"
"27320320","Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce","Stir-fry and soy-based sauce mixtures","Pork  fresh  loin  whole  separable lean only  cooked  roasted, Vegetable oil  NFS, Garlic  raw, Ginger root  raw, Onions  cooked  boiled  drained  without salt, Onions  spring or scallions (includes tops and bulb)  raw, Soy sauce made from soy and wheat (shoyu), Soup  beef broth or bouillon canned  ready-to-serve, Rice  white  long-grain  regular  enriched  cooked, Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient"
"27320330","Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce","Stir-fry and soy-based sauce mixtures","Pork  fresh  loin  whole  separable lean only  cooked  roasted, Vegetable oil  NFS, Garlic  raw, Ginger root  raw, Onions  cooked  boiled  drained  without salt, Onions  spring or scallions (includes tops and bulb)  raw, Soy sauce made from soy and wheat (shoyu), Soup  beef broth or bouillon canned  ready-to-serve, Rice  white  long-grain  regular  enriched  cooked, Peppers  sweet  green  cooked  boiled  drained  without salt, Green beans  cooked  as ingredient, Mushrooms  white  cooked  boiled  drained  without salt"
"27320340","Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","Meat mixed dishes","Pork  fresh  loin  whole  separable lean only  cooked  roasted, Tomato products  canned  sauce, Rice  white  long-grain  regular  enriched  cooked, Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"27320350","Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","Meat mixed dishes","Pork  fresh  loin  whole  separable lean only  cooked  roasted, Tomato products  canned  sauce, Rice  white  long-grain  regular  enriched  cooked, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Vegetable oil  NFS, Salt  table  iodized"
"27320410","Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce","Meat mixed dishes","Pork  cured  ham  boneless  regular (approximately 11% fat)  roasted, Vegetable oil  NFS, Potatoes  boiled  cooked without skin  flesh  without salt, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Salt  table  iodized"
"27320450","Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","Meat mixed dishes","Pork  cured  ham  boneless  regular (approximately 11% fat)  roasted, Vegetable oil  NFS, Potatoes  boiled  cooked without skin  flesh  without salt, Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Salt  table  iodized"
"27330030","Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","Meat mixed dishes","Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Potatoes  boiled  cooked without skin  flesh  without salt, Lamb  cubed for stew or kabob (leg and shoulder)  separable lean only  trimmed to 1/4"" fat  cooked  braised, Gravy  beef  canned  ready-to-serve, Salt  table  iodized"
"27330050","Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","Meat mixed dishes","Lamb  composite of trimmed retail cuts  separable lean and fat  trimmed to 1/4"" fat  choice  cooked, Gravy  chicken  canned or bottled  ready-to-serve, Rice  white  long-grain  regular  enriched  cooked, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Vegetable oil  NFS, Salt  table  iodized"
"27330060","Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","Meat mixed dishes","Lamb  composite of trimmed retail cuts  separable lean and fat  trimmed to 1/4"" fat  choice  cooked, Tomato products  canned  sauce, Rice  white  long-grain  regular  enriched  cooked, Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"27330080","Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy","Meat mixed dishes","Lamb  composite of trimmed retail cuts  separable lean and fat  trimmed to 1/4"" fat  choice  cooked, Gravy  chicken  canned or bottled  ready-to-serve, Rice  white  long-grain  regular  enriched  cooked, Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"27330110","Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","Meat mixed dishes","Peas  green  frozen  cooked  boiled  drained  without salt, Potatoes  boiled  cooked without skin  flesh  without salt, Lamb  cubed for stew or kabob (leg and shoulder)  separable lean only  trimmed to 1/4"" fat  cooked  braised, Gravy  beef  canned  ready-to-serve, Salt  table  iodized"
"27330210","Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","Meat mixed dishes","Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Potatoes  boiled  cooked without skin  flesh  without salt, Lamb  cubed for stew or kabob (leg and shoulder)  separable lean only  trimmed to 1/4"" fat  cooked  braised, Tomato products  canned  sauce, Salt  table  iodized"
"27330220","Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","Meat mixed dishes","Peas  green  frozen  cooked  boiled  drained  without salt, Potatoes  boiled  cooked without skin  flesh  without salt, Lamb  cubed for stew or kabob (leg and shoulder)  separable lean only  trimmed to 1/4"" fat  cooked  braised, Tomato products  canned  sauce, Salt  table  iodized"
"27332100","Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","Meat mixed dishes","Veal  loin  separable lean and fat  raw, Potatoes  flesh and skin  raw, Carrots  raw, Onions  raw, Peas  green (includes baby and lesuer types)  canned  drained solids  unprepared, Tomatoes  red  ripe  canned  packed in tomato juice, Beverages  water  tap  drinking, Wheat flour  white  all-purpose  enriched  bleached, Salt  table  iodized"
"27332110","Veal stew with potatoes and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce","Meat mixed dishes","Veal  loin  separable lean and fat  raw, Potatoes  flesh and skin  raw, Onions  raw, Peas  green (includes baby and lesuer types)  canned  drained solids  unprepared, Tomatoes  red  ripe  canned  packed in tomato juice, Beverages  water  tap  drinking, Wheat flour  white  all-purpose  enriched  bleached, Salt  table  iodized"
"27335100","Rabbit stew with potatoes and vegetables","Meat mixed dishes","Game meat  rabbit  domesticated  composite of cuts  cooked  stewed, Onions  raw, Celery  raw, Salt  table  iodized, Spices  pepper  black, Beverages  water  tap  drinking, Carrots  raw, Potatoes  flesh and skin  raw, Mushrooms  white  raw, Wheat flour  white  all-purpose  enriched  bleached, Parsley  fresh"
"27336100","Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","Meat mixed dishes","Game meat  deer  shoulder clod  separable lean only  cooked  braised, Carrots  raw, Onions  raw, Peas  green  raw, Tomatoes  red  ripe  canned  packed in tomato juice, Potatoes  flesh and skin  raw, Beverages  water  tap  drinking, Salt  table  iodized, Tomato juice  canned  with salt added"
"27336150","Venison or deer stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","Meat mixed dishes","Game meat  deer  shoulder clod  separable lean only  cooked  braised, Onions  raw, Peas  green  raw, Tomatoes  red  ripe  canned  packed in tomato juice, Potatoes  flesh and skin  raw, Beverages  water  tap  drinking, Salt  table  iodized, Tomato juice  canned  with salt added"
"27336200","Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","Meat mixed dishes","Game meat  deer  shoulder clod  separable lean only  cooked  braised, Gravy  chicken  canned or bottled  ready-to-serve, Potatoes  boiled  cooked without skin  flesh  without salt, Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"27336250","Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","Meat mixed dishes","Game meat  deer  shoulder clod  separable lean only  cooked  braised, Gravy  chicken  canned or bottled  ready-to-serve, Potatoes  boiled  cooked without skin  flesh  without salt, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Vegetable oil  NFS, Salt  table  iodized"
"27336300","Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","Meat mixed dishes","Game meat  deer  shoulder clod  separable lean only  cooked  braised, Noodles  egg  enriched  cooked, Tomato products  canned  sauce, Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"27336310","Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","Meat mixed dishes","Game meat  deer  shoulder clod  separable lean only  cooked  braised, Tomato products  canned  sauce, Noodles  egg  enriched  cooked, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Vegetable oil  NFS, Salt  table  iodized"
"27341010","Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Vegetable oil  NFS, Potatoes  boiled  cooked without skin  flesh  without salt, Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Salt  table  iodized"
"27341020","Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Vegetable oil  NFS, Potatoes  boiled  cooked without skin  flesh  without salt, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Salt  table  iodized"
"27341025","Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Potatoes  boiled  cooked without skin  flesh  without salt, Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Gravy  chicken  canned or bottled  ready-to-serve, Vegetable oil  NFS, Salt  table  iodized"
"27341030","Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Gravy  chicken  canned or bottled  ready-to-serve, Potatoes  boiled  cooked without skin  flesh  without salt, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Vegetable oil  NFS, Salt  table  iodized"
"27341035","Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Soup  cream of mushroom  canned  condensed, Milk  NFS, Potatoes  boiled  cooked without skin  flesh  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Carrots  frozen  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"27341040","Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Soup  cream of mushroom  canned  condensed, Milk  NFS, Potatoes  boiled  cooked without skin  flesh  without salt, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Vegetable oil  NFS, Salt  table  iodized"
